SealID,TOPPID,SatTagManufacturer,SatTagType,SatTagID,SatTagPTT,SatTagQC,SatTagComment,TDR1Manufacturer,TDR1Type,TDR1ID,TDR1Loc,TDR1QC,TDR1Comments,TDR1Manufacturer,TDR2Type,TDR2ID,TDR2Loc,TDR2QC,TDR2Comments,TDR1Manufacturer,TDR3Type,TDR3ID,TDR3Loc,TDR3QC,TDR3Comment,Other1,Other1Loc,Other1Comment,Other2,Other2Loc,Other2Comment,Other3,Other3Loc,Other3Comment
5624,2015031,Wildlife Computers,SPOT5,15S0392,150571,,,Wildlife Computers,Mk9,1590113,Back,,,,,,,,,,,,,,,,,,,,,,,
5430,2015032,Wildlife Computers,SPOT5,15S0390,150569,,,Wildlife Computers,Mk9,1590115,Back,,,,,,,,,,,,,,,,,,,,,,,
5055,2015033,Wildlife Computers,SPOT5,15S0393,150572,,,Wildlife Computers,Mk9,1590116,Back,,,,,,,,,,,,,,,,,,,,,,,
U849,2015034,Wildlife Computers,SPOT5,15S0395,150573,,long extrapolation,Wildlife Computers,Mk9,1590117,Back,,,,,,,,,,,,,,,,,,,,,,,
X717,2015035,SMRU,CTDF,12945,133781,,,SMRU,CTDF,12945,Head,,,,,,,,,,,,,,,,,,,,,,,
6356,2015036,Wildlife Computers,SPOT5,15S0383,150568,,,Wildlife Computers,Mk9,1590111,Back,,,,,,,,,,,,,,,,,,,,,,,
X674,2015037,Wildlife Computers,SPOT5,09S1055,34252,,,Wildlife Computers,Mk9,1290212,Back,,,,,,,,,,,,,,,,,,,,,,,
2193,2015038,Wildlife Computers,MK10,12A1591,120604,,"very few points, prob throw out",Wildlife Computers,Mk10,12A1591,Head,,,,,,,,,,,,,,,,,,,,,,,
4179,2015039,Wildlife Computers,SPOT5,10S0782,101165,,,Wildlife Computers,Mk9,1590114,Back,,,,,,,,,,,,,,,,,,,,,,,
3960,2015040,Wildlife Computers,SPOT5,12S0054,148198,,,Wildlife Computers,Mk9,1090224,Back,,,,,,,,,,,,,,,,,,,,,,,
U 20,2015041,Wildlife Computers,SPOT5,08S1031,93035,,,Wildlife Computers,Mk9,0990434,Back,,,,,,,,,,,,,,,,,,,,,,,
9723,2015042,Wildlife Computers,Mk10,12A1583,120079,,long gaps,Wildlife Computers,Mk10,12A1583,Head,,,,,,,,,,,,,,,,,,,,,,,
X 59,2015043,Wildlife Computers,SPOT5,15S0381,150567,,,Wildlife Computers,Mk9,0990460,Back,,,,,,,,,,,,,,,,,,,,,,,
WP300,2015044,Wildlife Computers,SPOT5,09S1056,34253,,,Wildlife Computers,Mk10,09A0805,Back,,,,,,,,,,,,,,,,,,,,,,,
6012,2015045,Wildlife Computers,SPOT5,09S1057,34259,,,Wildlife Computers,Mk10,08A0901,Back,,,,,,,,,,,,,,,,,,,,,,,
RG187,2015046,SMRU,CTD,13234,142325,,,SMRU,CTD,13234,Head,,,,,,,,,,,,,,,,,,,,,,,
RG185,2015047,SMRU,CTD,13235,142326,,,SMRU,CTD,13235,Head,,,,,,,,,,,,,,,,,,,,,,,
RG184,2015048,SMRU,CTD,12962,142331,,,SMRU,CTD,12962,Head,,,,,,,,,,,,,,,,,,,,,,,
RG191,2015049,SMRU,CTD,13269,142330,,,SMRU,CTD,13269,Head,,,,,,,,,,,,,,,,,,,,,,,
RG180,2015050,SMRU,CTD,13267,142323,,,SMRU,CTD,13267,Head,,,,,,,,,,,,,,,,,,,,,,,
RG178,2015051,SMRU,CTD,13264,142327,,,SMRU,CTD,13264,Head,,,,,,,,,,,,,,,,,,,,,,,
RG182,2015052,SMRU,CTD,13271,142328,,,SMRU,CTD,13271,Head,,,,,,,,,,,,,,,,,,,,,,,
RG176,2015053,SMRU,CTD,13233,142324,,,SMRU,CTD,13233,Head,,,,,,,,,,,,,,,,,,,,,,,
VX358,2016001,SMRU,CTD,12953,133778,,,SMRU,CTD,12953,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
T 19,2016002,SMRU,CTD,13230,142321,,,Little Leonardo,Kami,,Jaw,,,SMRU,CTD,13230,Head,,,,,,,,,,,,,,,,,
X411,2016003,SMRU,CTD,13232,142329,,,SMRU,CTD,13232,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
3942,2016004,SMRU,CTD,12244,133777,,,Wildlife Computers,Mk9,1090224,Back,,,Little Leonardo,Kami,,Jaw,,,SMRU,CTD,12244,Head,,Dates 4 years off,,,,,,,,,
9678,2016005,SMRU,CTD,13231,142320,,,SMRU,CTD,13231,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
5572,2016006,SMRU,CTD,13268,142317,,,SMRU,CTD,13268,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
R415,2016007,SMRU,CTD,13367,158375,,,SMRU,CTD,13367,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
T341,2016008,SMRU,CTDF,12946,133782,,,SMRU,CTDF,12946,Head,,,,,,,,,,,,,,,,,,,,,,,
4448,2016009,SMRU,CTD,13366,158373,,,SMRU,CTD,13366,Head,,,Little Leonardo,Kami,,Jaw,KamiLight,,,,,,,,,,,,,,,,
T 28,2016010,Wildlife Computers,SPOT5,10S0781,101164,,,Wildlife Computers,Mk9,0990434,Back,,,,,,,,,,,,,,,JawVideo,,,,,,,,
5628,2016011,Wildlife Computers,SPOT5,10S0788,101170,,,Wildlife Computers,Mk9,1590111,Back,,,Little Leonardo,Kami,,Jaw,KamiLight,,,,,,,,,,,,,,,,
6762,2016012,Wildlife Computers,SPOT5,13S1530,139050,,,Wildlife Computers,Mk9,1590117,Back,,,,,,,,,,,,,,,JawVideo,,,,,,,,
U781,2016013,Wildlife Computers,SPOT5,05S1059,62036,,,Little Leonardo,Kami,,Back,,,Wildlife Computers,Mk9,1590144,Jaw,,,,,,,,,HeadVideo,,,,,,,,
X410,2016014,Wildlife Computers,Mk10,12A1581,120078,,,Wildlife Computers,Mk10,12A1581,Head,,,,,,,,,,,,,,,,,,,,,,,
4629,2016015,SMRU,CTD,14197,158374,,,SMRU,CTD,14197,Head,,,,,,,,,,,,,,,,,,,,,,,
5842,2016016,Wildlife Computers,SPOT5,13S1533,139053,,,Wildlife Computers,Mk9,1590115,Back,,,,,,,,,,,,,,,,,,,,,,,
T293,2016017,Wildlife Computers,Mk10,09A0140,93053,,,Wildlife Computers,Mk10,09A0140,Head,,,,,,,,,,,,,,,,,,,,,,,
U689,2016018,SMRU,CTD,12227,158527,,,SMRU,CTD,12227,Head,,,,,,,,,,,,,,,,,,,,,,,
6145,2016019,Wildlife Computers,Mk10,07A0351,34078,,,Wildlife Computers,Mk10,07A0351,Head,,,,,,,,,,,,,,,,,,,,,,,
6037,2016020,Wildlife Computers,Mk10,11A1098,113027,,,Wildlife Computers,Mk10,11A1098,Head,,,,,,,,,,,,,,,,,,,,,,,
T269,2016021,Wildlife Computers,SPOT5,10S0781,101164,,long gap,Wildlife Computers,Mk9,1590113,Back,,,,,,,,,,,,,,,,,,,,,,,
A275,2016022,Wildlife Computers,Mk10,07A0349,34076,,long gap,Wildlife Computers,Mk9,1590115,Back,,,,,,,,,,,,,,,,,,,,,,,
X721,2016023,SMRU,CTD,13270,142319,,,SMRU,CTD,13270,Head,,,,,,,,,,,,,,,,,,,,,,,
X866,2016024,SMRU,CTD,12962,142331,,,SMRU,CTD,12962,Head,,,,,,,,,,,,,,,,,,,,,,,
X685,2016025,SMRU,CTD,12933,133774,,finishes when should not,SMRU,CTD,12933,Head,,no meaningful dive data,,,,,,,,,,,,,,,,,,,,,
6260,2016026,Wildlife Computers,SPOT5,13S1530,139050,,long gap,Wildlife Computers,Mk9,1590116,Back,,,,,,,,,,,,,,,,,,,,,,,
VX570,2016027,SMRU,CTD,13234,142325,,,SMRU,CTD,13234,Head,,,,,,,,,,,,,,,,,,,,,,,
4209,2016028,SMRU,CTD,13189,142318,,,SMRU,CTD,13189,Head,,,,,,,,,,,,,,,,,,,,,,,
T167,2016029,SMRU,CTD,13229,142322,,,SMRU,CTD,13229,Head,,,,,,,,,,,,,,,,,,,,,,,
U398,2016030,SMRU,CTD,13235,142326,,,SMRU,CTD,13235,Head,,,,,,,,,,,,,,,,,,,,,,,
9678,2016031,Wildlife Computers,SPOT5,15S0383,150568,,long gap or finishes where should not,Wildlife Computers,Mk9,1590111,Back,,,,,,,,,,,,,,,,,,,,,,,
5572,2016032,Wildlife Computers,SPOT5,10S0788,101170,,long gap or finishes where should not,Wildlife Computers,Mk9,1590117,Back,,,,,,,,,,,,,,,,,,,,,,,
VX518,2016033,SMRU,CTD,13269,142330,,a land loop,SMRU,CTD,13269,Head,,,,,,,,,,,,,,,,,,,,,,,
5301,2016034,SMRU,CTD,13271,142328,,,SMRU,CTD,13271,Head,,,,,,,,,,,,,,,,,,,,,,,
Y1481,2016035,SMRU,CTD,13264,142327,,,SMRU,CTD,13264,Head,,,,,,,,,,,,,,,,,,,,,,,
6118,2016036,SMRU,CTD,13267,142323,,,SMRU,CTD,13267,Head,,,,,,,,,,,,,,,,,,,,,,,
5842,2016037,Wildlife Computers,SPOT5,15S0390,150569,,long gap,Wildlife Computers,Mk9,1090224,Back,,,,,,,,,,,,,,,,,,,,,,,
7589,2016038,Wildlife Computers,SPOT5,15S0393,150572,,,Wildlife Computers,Mk9,0490857,Back,,,,,,,,,,,,,,,,,,,,,,,
A278,2016039,Wildlife Computers,SPOT6,15U1070,159412,,,Wildlife Computers,Mk9,0490357,Back,,,,,,,,,,,,,,,,,,,,,,,
6298,2016040,Wildlife Computers,SPOT5,15S0392,150571,,,Wildlife Computers,Mk9,0490159,Back,,,,,,,,,,,,,,,,,,,,,,,
6018,2017001,Wildlife Computers,SPOT5,13s1533,139053,,,Wildlife Computers,Mk9,1590113,Back,,,Little Leonardo,Kami,17002,Jaw,KamiLight,,,,,,,,HeadVideo,,,WhiskerVideo,,,,,
U 20,2017002,Wildlife Computers,SPOT5,10s0788,101170,,,Wildlife Computers,Mk9,0990434,Back,,,Little Leonardo,Kami,17003,Jaw,KamiLight,,,,,,,,HeadVideo,,,WhiskerVideo,,,,,
5712,2017003,Wildlife Computers,SPOT5,10s0781,101164,,,Wildlife Computers,Mk9,1590117,Back,,,Little Leonardo,Kami,,,KamiSumLight,,,,,,,,HeadVideo,,,,,,,,
B794,2017004,Wildlife Computers,WC RRD,16U1631,163490,,,Wildlife Computers,Mk10,14A0110,Head,,,Little Leonardo,Kami,16001,Jaw,KamiSumLight,,,,,,,,WhiskerVideo,,,,,,,,
6871,2017005,Wildlife Computers,WC RRD,16U1626,163492,,,Wildlife Computers,Mk10,15A1124,Head,,,,,,,,,,,,,,,,,,,,,,,
5950,2017006,Wildlife Computers,WC RRD,16U1632,163495,,,Wildlife Computers,Mk10,12A1567,Head,,,,,,,,,,,,,,,,,,,,,,,
6767,2017007,Wildlife Computers,WC RRD,16U1628,163493,,two tracks but only one interpolated,Wildlife Computers,Mk10,15A0594,Head,,,,,,,,,,,,,,,,,,,,,,,
7238,2017008,Wildlife Computers,WC RRD,16U1629,163494,,,Wildlife Computers,Mk10,14A0646,Head,,,,,,,,,,,,,,,,,,,,,,,
6260,2017009,Wildlife Computers,SPOT5,13S1530,139050,,,Wildlife Computers,Mk9,1590116,Back,,,,,,,,,,,,,,,,,,,,,,,
4073,2017021,SMRU,CTD,13268,142317,,,SMRU,CTD,13268,Head,,,,,,,,,,,,,,,,,,,,,,,
X 58,2017022,SMRU,CTD,11427,158525,,,SMRU,CTD,11427,Head,,,,,,,,,,,,,,,,,,,,,,,
5976,2017023,SMRU,CTD,11428,158526,,,SMRU,CTD,11428,Head,,,,,,,,,,,,,,,,,,,,,,,
5690,2017024,SMRU,CTD,12953,133778,,,SMRU,CTD,12953,Head,,,,,,,,,,,,,,,,,,,,,,,
5931,2017025,SMRU,CTD,12933,133774,,,SMRU,CTD,12933,Head,,,,,,,,,,,,,,,,,,,,,,,
7210,2017026,SMRU,CTD,12227,158527,,,SMRU,CTD,12227,Head,,tdr has depth jumps,,,,,,,,,,,,,,,,,,,,,
5924,2017027,SMRU,CTD,13367,158375,,,SMRU,CTD,13367,Head,,,,,,,,,,,,,,,,,,,,,,,
7402,2017028,SMRU,CTD,13231,142320,,,SMRU,CTD,13231,Head,,,,,,,,,,,,,,,,,,,,,,,
7401,2017029,SMRU,CTD,13189,142318,,,SMRU,CTD,13189,Head,,,,,,,,,,,,,,,,,,,,,,,
7290,2017030,SMRU,CTD,13267,142323,,,SMRU,CTD,13267,Head,,,,,,,,,,,,,,,,,,,,,,,
4441,2018001,SMRU,CTDF,14675,174090,,,Little Leonardo,Kami,16001,Jaw,,KamiSumLight,SMRU,CTDF,14675,Head,,,,,,,,,,,,,,,,,
X553,2018002,SMRU,CTDF,14683,174091,,,Little Leonardo,Kami,16002,Jaw,,KamiSumLight,SMRU,CTDF,14683,Head,,only 6 days of data,,,,,,,,,,,,,,,
C929,2018003,SMRU,CTDF,14423,133781,,,SMRU,CTDF,14423,Back,,,Wildlife Computers,Mk9,0490159,Head,,,,,,,,,,,,,,,,,
X 71,2018004,SMRU,CTDF,12946,133782,,,Wildlife Computers,Mk9,0490857,Head,,,SMRU,CTDF,12946,Back,,depth range 0 to 20m,,,,,,,,,,,,,,,
7510,2018005,Wildlife Computers,Solar SPLASH,17A0035,174451,,,Wildlife Computers,Solar SPLASH,17A0035,Head,,,Lotek,LotekGeoLoc,L01299,,,,,,,,,,WhiskerCamera,Cheek,,,,,,,
X817,2018006,Wildlife Computers,Solar SPLASH,17A0037,174453,,,Wildlife Computers,Solar SPLASH,17A0037,Head,,,Little Leonardo,Kami,17039,Jaw,,KamiSumLight,,LotekGeoLoc,L01291,,,,WhiskerCamera,Cheek,,,,,,,
WP836,2018007,Wildlife Computers,Solar SPLASH,17A0036,174452,,,Wildlife Computers,Solar SPLASH,17A0036,Head,,,Lotek,LotekGeoLoc,L01285,,,,,Kami,KL7038,Jaw,,KamiSumLight,Video,,,,,,,,
7532,2018008,Wildlife Computers,Solar SPLASH,16A0372,174454,,,Wildlife Computers,Solar SPLASH,16A0372,Head,,,,,,,,,,,,,,,,,,,,,,,
Y9268,2018009,Lotek,,P03460,41112,,,Wildlife Computers,Mk9,1590111,Back,,,Lotek,LotekGeoLoc,L01294,,,,,,,,,,,,,,,,,,
9723,2018021,SMRU,CTD,13269,142330,,,SMRU,CTD,13269,Head,,,,,,,,,,,,,,,,,,,,,,,
7818,2018022,SMRU,CTD,13231,142320,,,SMRU,CTD,13231,Head,,,,,,,,,,,,,,,,,,,,,,,
X674,2018023,SMRU,CTD,13366,158373,,,SMRU,CTD,13366,Head,,,,,,,,,,,,,,,,,,,,,,,
7673,2018024,SMRU,CTD,13367,158375,,,SMRU,CTD,13367,Head,,,,,,,,,,,,,,,,,,,,,,,
7019,2018025,SMRU,CTD,12953,133778,,,SMRU,CTD,12953,Head,,,,,,,,,,,,,,,,,,,,,,,
6286,2018026,SMRU,CTD,13235,142326,,,SMRU,CTD,13235,Head,,,,,,,,,,,,,,,,,,,,,,,
6609,2018027,SMRU,CTD,12933,133774,,,SMRU,CTD,12933,Head,,,,,,,,,,,,,,,,,,,,,,,
4078,2018028,SMRU,CTD,12227,158527,,,SMRU,CTD,12227,Head,,,,,,,,,,,,,,,,,,,,,,,
9655,2018029,SMRU,CTDF,14675,174090,,,Wildlife Computers,Mk9,0490857,Back,,,SMRU,CTDF,14675,Head,,,,,,,,,,,,,,,,,
X 1,2018030,SMRU,CTD,11428,158526,,,Wildlife Computers,Mk9,1590116,Back,,,SMRU,CTD,11428,Head,,,,,,,,,,,,,,,,,
5974,2018031,SMRU,CTDF,14767,174091,,,Wildlife Computers,Mk9,1590115,Back,,,SMRU,CTDF,14767,Head,,,,,,,,,,,,,,,,,
PM695,2018032,SMRU,CTDF,12995,137447,,,Wildlife Computers,Mk9,0490159,Back,,,SMRU,CTDF,12995,Head,,,,,,,,,,,,,,,,,
U539,2018033,SMRU,CTDF,14423,133781,,,Wildlife Computers,Mk9,1590113,Back,,,SMRU,CTDF,14423,Head,,,,,,,,,,,,,,,,,
6564,2018034,SMRU,CTD,11427,158525,,,Wildlife Computers,Mk9,1590117,Back,,,SMRU,CTD,11427,Head,,,,,,,,,,,,,,,,,
A728,2019001,Wildlife Computers,SPOT6,18U1660,178224,,,Wildlife Computers,Mk9,1790248,Back,,,,,,,,,,,,,,,,,,,,,,,
7873,2019002,Wildlife Computers,SPOT6,18U1757,178228,,,Wildlife Computers,Mk9,1790257,Back,,,,,,,,,,,,,,,,,,,,,,,
B800,2019003,Wildlife Computers,SPOT6,18U1661,178225,,,Wildlife Computers,Mk9,1790258,Back,,,,,,,,,,,,,,,WhiskerCamera,Cheek,,BackCamera,,,,,
9906,2019004,Wildlife Computers,SPOT6,18U1582,178222,,,Wildlife Computers,Mk9,1790260,Back,,,,,,,,,,,,,,,,,,,,,,,
4179,2019005,Wildlife Computers,SPOT6,18U1747,178227,,,Wildlife Computers,Mk9,1790262,Back,,,,,,,,,,,,,,,WhiskerCamera,Cheek,,BackCamera,,,,,
7694,2019006,SMRU,CTDF,14959,178231,,,Wildlife Computers,Mk9,1590116,Back,,,SMRU,CTDF,14959,Head,,,,,,,,,,,,,,,,,
5684,2019007,SMRU,CTD,12946,133782,,,SMRU,CTD,12946,Head,,,,,,,,,,,,,,,,,,,,,,,
5689,2019008,SMRU,CTDF,14950,178229,,,Wildlife Computers,Mk9,1590117,Back,,,SMRU,CTDF,14950,Head,,,,,,,,,,,,,,,,,
5628,2019009,SMRU,CTDF,14960,178230,,,Wildlife Computers,Mk9,1590115,Back,,,SMRU,CTDF,14960,Head,,,,,,,,,,,,,,,,,
7865,2019010,SMRU,CTD,12941,178649,,,SMRU,CTD,12941,Head,,,,,,,,,,,,,,,,,,,,,,,
7606,2019021,Wildlife Computers,SPOT6,18U1660,178224,,,Wildlife Computers,Mk9,1790258,Back,,,,,,,,,,,,,,,,,,,,,,,
7507,2019022,Wildlife Computers,SPOT6,18U1661,178225,,,Wildlife Computers,Mk9,1790248,Back,,Faulty depth sensor,,,,,,,,,,,,,,,,,,,,,
6299,2019023,Wildlife Computers,SPOT6,18U1757,178228,,,Wildlife Computers,Mk9,1790262,Back,,,,,,,,,,,,,,,,,,,,,,,
A572,2019024,Wildlife Computers,Mk10,19A0004,182073,,,Wildlife Computers,Mk10,19A0004,Head,,,,,,,,,,,,,,,,,,,,,,,
6111,2019025,Wildlife Computers,Mk10,19A0003,182072,,,Wildlife Computers,Mk10,19A0003,Head,,,,,,,,,,,,,,,,,,,,,,,
9613,2019026,Wildlife Computers,SPOT6,18U1583,178223,,,Wildlife Computers,Mk9,1890304,Back,,,,,,,,,,,,,,,,,,,,,,,
7904,2019027,Wildlife Computers,Mk10,19A0002,182071,,,Wildlife Computers,Mk10,19A0002,Head,,,,,,,,,,,,,,,,,,,,,,,
5430,2019028,SMRU,CTDF,14415,133778,,,Wildlife Computers,Mk9,1590116,Back,,,SMRU,CTDF,14415,Head,,,,,,,,,,,,,,,,,
5787,2019029,SMRU,CTD,12227,158527,,,SMRU,CTD,12227,Head,,,,,,,,,,,,,,,,,,,,,,,
7038,2019030,SMRU,CTD,13367,158375,,,SMRU,CTD,13367,Head,,,,,,,,,,,,,,,,,,,,,,,
7589,2019031,SMRU,CTD,13235,142326,,,SMRU,CTD,13235,Head,,,,,,,,,,,,,,,,,,,,,,,
9032,2020002,Wildlife Computers,MK10,19A0001,182070,,,Wildlife Computers,MK10,19A0001,Head,,,,,,,,,,,,,,,,,,,,,,,
A248,2020003,Wildlife Computers,MK10,19A0005,182074,,,Wildlife Computers,MK10,19A0005,Head,,,,,,,,,,,,,,,,,,,,,,,
B800,2020004,SMRU,CTDF,14950,178229,,has no start,Wildlife Computers,Mk9,1390304,Back,,,Little Leonardo,Kami,K20042,Jaw,,,SMRU,CTDF,14950,Head,,,,,,,,,,,
9125,2020005,SMRU,CTDF,14959,178231,,has no start,Wildlife Computers,Mk9,1790259,Back,,,Little Leonardo,Kami,K20044,Jaw,,,SMRU,CTDF,14959,Head,,,,,,,,,,,
6767,2020006,SMRU,Body Comp,20001,Did not transmit,,,Wildlife Computers,Mk9,1790248,Back,,Faulty depth sensor,,,,,,,,,,,,,,,,,,,,,
WP553,2020007,Wildlife Computers,SPOT,18U1583,178223,,,Wildlife Computers,Mk9,1790258,Back,,Faulty depth sensor,,,,,,,,,,,,,,,,,,,,,
A815,2020008,SMRU,Body Comp,20002,Did not transmit,,,Wildlife Computers,Mk9,1790262,Back,,,Little Leonardo,Kami,K20040,Jaw,,KamiLight,,,,,,,,,,,,,,,
A561,2020009,SMRU,Body Comp,20003,Did not transmit,,,Wildlife Computers,Mk9,0990434,Back,,,Little Leonardo,Kami,K20041,Jaw,,,,,,,,,,,,,,,,,
7237,2020010,SMRU,Body Comp,20004,Did not transmit,,,Wildlife Computers,Mk9,1590116,Back,,,,,,,,,,,,,,,,,,,,,,,
4822,2020011,SMRU,Body Comp,20005,Did not transmit,,,Wildlife Computers,Mk9,0490159,Back,,,Little Leonardo,Kami,K20043,Jaw,,,,,,,,,,,,,,,,,
A132,2020012,Wildlife Computers,MK10,19A0003,182072,,,Wildlife Computers,MK10,19A0003,Head,,,,,,,,,,,,,,,,,,,,,,,
A881,2020013,SMRU,CTD,13231,142320,,,SMRU,CTD,13231,Head,,,,,,,,,,,,,,,,,,,,,,,
B40,2020014,Wildlife Computers,SPOT,18U1667,178226,,,Wildlife Computers,Mk9,1890304,Back,,,,,,,,,,,,,,,,,,,,,,,
4209,2020015,Wildlife Computers,SPOT,17U0353,159412,,,Wildlife Computers,Mk9,1790258,Back,,Faulty depth sensor,,,,,,,,,,,,,,,,,,,,,
6111,2020016,SMRU,Body Comp,20006,46092,,,Wildlife Computers,Mk9,1790259,Back,,,,,,,,,,,,,,,,,,,,,,,
7294,2020017,SMRU,Body Comp,20007,46074,,,Wildlife Computers,Mk9,1790262,Back,,Faulty depth sensor,,,,,,,,,,,,,,,,,,,,,
A278,2020018,Wildlife Computers,MK10,19A0002,182071,,,Wildlife Computers,MK10,19A0002,Head,,,,,,,,,,,,,,,,,,,,,,,
9838,2020019,Wildlife Computers,MK10,19A0003,182072,,,Wildlife Computers,MK10,19A0003,Head,,,,,,,,,,,,,,,,,,,,,,,
6298,2020020,SMRU,CTD,11427,158525,,,SMRU,CTD,11427,Head,,,,,,,,,,,,,,,,,,,,,,,
9064,2020021,Wildlife Computers,SPLASH test,19U2803,91982,,,Wildlife Computers,SPLASH test,19U2803,Head,,,,,,,,,,,,,,,,,,,,,,,
5974,2020022,Wildlife Computers,SPLASH test,19U3085,174514,,,Wildlife Computers,Mk9,1990167,Back,,,Wildlife Computers,SPLASH test,19U3085,Head,,,,,,,,,,,,,,,,,
B66,2020023,Wildlife Computers,SPLASH test,19U3086,174515,,,Wildlife Computers,Mk9,1990162,Back,,,Wildlife Computers,SPLASH test,19U3086,Head,,,,,,,,,,,,,,,,,
6609,2020024,Wildlife Computers,SPLASH test,19U3091,174516,,,Wildlife Computers,Mk9,1990166,Back,,,Wildlife Computers,SPLASH test,19U3091,Head,,,,,,,,,,,,,,,,,
6012,2020025,Wildlife Computers,SPLASH test,19U3079,174513,,,Wildlife Computers,Mk9,1990165,Back,,,Wildlife Computers,SPLASH test,19U3079,Head,,,,,,,,,,,,,,,,,
A11,2021001,Wildlife Computers,Mk10,19A0005,182074,,,Wildlife Computers,Mk10,19A0005,Head,,,,,,,,,,,,,,,AcousticDummy,Back,,,,,,,
A731,2021002,Wildlife Computers,Mk10,19A0001,182070,,,Wildlife Computers,Mk10,19A0001,Head,,,,,,,,,,,,,,,AcousticDummy,Back,,,,,,,
3943,2021003,SMRU,GPS,15419,210331,,,SMRU,GPS,15419,Head,,,Loggerhead Instruments,Acoustic,139,Back,,,,,,,,,,,,,,,,,
4495,2021004,SMRU,GPS,15423,210335,,,SMRU,GPS,15423,Head,,,Loggerhead Instruments,Acoustic,48,Back,,,,,,,,,,,,,,,,,
B911,2021005,SMRU,CTDF,15262,201388,,,SMRU,CTDF,15262,Head,,,Little Leonardo,Kami,K0044,Jaw,,,,,,,,,O2BackSensor,Back,,,,,,,
X822,2021006,SMRU,GPS,15418,210330,,,SMRU,GPS,15418,Head,,,,,,,,,,,,,,,AcousticDummy,Back,,,,,,,
4441,2021007,SMRU,GPS,15420,210332,,,SMRU,GPS,15420,Head,,,,,,,,,,,,,,,AcousticDummy,Back,,,,,,,
7694,2021008,SMRU,GPS,15417,210329,,,SMRU,GPS,15417,Head,,,Loggerhead Instruments,Acoustic,142,Back,,,,,,,,,,,,,,,,,
A572,2021009,SMRU,GPS,15422,210334,,,SMRU,GPS,15422,Head,,,Loggerhead Instruments,Acoustic,141,Back,,,,,,,,,,,,,,,,,
4047,2021010,SMRU,GPS,15421,210333,,,SMRU,GPS,15421,Head,,,Loggerhead Instruments,Acoustic,45,Back,,,,,,,,,,,,,,,,,
7904,2021011,SMRU,GPS,15424,210336,,,SMRU,GPS,15424,Head,,,Loggerhead Instruments,Acoustic,50,Back,,,,,,,,,,,,,,,,,
7019,2021012,SMRU,GPS,15425,210337,,,SMRU,GPS,15425,Head,,,Loggerhead Instruments,Acoustic,,Back,,,,,,,,,,,,,,,,,
Y9268,2021013,SMRU,CTDF,15261,201387,,,SMRU,CTDF,15261,Head,,,Little Leonardo,Kami,K032,Jaw,,,,,,,,,O2BackSensor,Back,,,,,,,
7873,2021014,SMRU,CTDF,15258,201389,,,SMRU,CTDF,15258,Head,,,Little Leonardo,Kami,K20042,Jaw,,,,,,,,,O2BackSensor,Back,,,,,,,
X780,2021015,SMRU,CTDF,15260,201386,,,SMRU,CTDF,15260,Head,,,Little Leonardo,Kami,K034,Jaw,,,,,,,,,O2BackSensor,Back,,,,,,,
U448,2021016,SMRU,GPS,15416,210328,,,SMRU,GPS,15416,Head,,,Loggerhead Instruments,Acoustic,140,Back,,,,,,,,,,,,,,,,,
H627,2021017,SMRU,Body Comp,20010,46084,,,SMRU,Body Comp,20010,Head,,,,,,,,,,,,,,,,,,,,,,,
H622,2021018,SMRU,Body Comp,20011,46087,,,SMRU,Body Comp,20011,Head,,,,,,,,,,,,,,,,,,,,,,,
D423,2021019,SMRU,Body Comp,20004,48923,,,SMRU,Body Comp,20004,Head,,,,,,,,,,,,,,,,,,,,,,,
H668,2021020,SMRU,Body Comp,20002,43856,,,SMRU,Body Comp,20002,Head,,,,,,,,,,,,,,,,,,,,,,,
H670,2021021,SMRU,Body Comp,20003,43859,,,SMRU,Body Comp,20003,Head,,,,,,,,,,,,,,,,,,,,,,,
C267,2021022,SMRU,Body Comp,20008,46075,,,SMRU,Body Comp,20008,Head,,,,,,,,,,,,,,,,,,,,,,,
6617,2022001,SMRU,GPS,15628,229000,,,SMRU,GPS,15628,Head,,,,,,,,,,,,,,,,,,,,,,,
A246,2022002,SMRU,GPS,15630,229002,,,SMRU,GPS,15630,Head,,,,,,,,,,,,,,,,,,,,,,,
B 92,2022003,SMRU,GPS,15624,228996,,,SMRU,GPS,15624,Head,,,,,,,,,,,,,,,,,,,,,,,
9079,2022004,SMRU,GPS,15633,229005,,,SMRU,GPS,15633,Head,,,,,,,,,,,,,,,,,,,,,,,
7939,2022005,SMRU,GPS,15629,229001,,,SMRU,GPS,15629,Head,,,,,,,,,,,,,,,,,,,,,,,
A964,2022006,SMRU,CTDF,15263,201389,,,SMRU,CTDF,15263,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
6066,2022007,SMRU,CTDF,15262,201388,,,SMRU,CTDF,15262,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
